id,definition
nucleus of abducens nerve,
early venous phase,
gray ramus communicans from superior cervical ganglion to anterior ramus of second cervical nerve,
median nerve nucleus of dorsal column,
s4 segment of left dorsal funiculus of spinal cord,
RID6723,
internal pyramidal layer of right Brodmann area 30,
adventitia of esophagus,
preganglionic segment of posterior root of right sixth cervical spinal nerve,
patchy,[LIRADS] Describes the distribution of observations which is uneven or non-uniform.
coronoid process of ulna,
t12 segment of right nucleus proprius of spinal cord,
fibular bursa,
proximal epiphysis of middle phalanx of right index finger,
trunk of infrapatellar branch of right saphenous nerve,
branch of lower deep buccal branch of facial nerve to orbicularis oris,
scalenus minimus,
nerve block,
muscle body of flexor carpi ulnaris,
Brodmann area 5,
t1 branch to left iliocostalis thoracis,
clinical crown of tooth,
space of posterior compartment of thigh,
common bony limb,
left olivospinal tract of spinal cord,
partially solid,
subdivision of surface of head proper,
descending branch of meningeal branch of left seventh thoracic nerve,
t6 branch to right iliocostalis lumborum,
nodule,"[PIRADS}:  A small lump, swelling or collection of tissue.  [Fleischner Society]: The chest radiographic appearance of a nodule is a rounded opacity, well or poorly defined, measuring up to 3 cm in diameter. (a) Acinar nodules are round or ovoid poorly defined pulmonary opacities approximately 5–8 mm in diameter, presumed to represent an anatomic acinus rendered opaque by consolidation. This classification is used only in the presence of numerous such opacities. (b) A pseudonodule mimics a pulmonary nodule; it represents, for example, a rib fracture, a skin lesion, a device on the surface of the patient, anatomic variants, or composite areas of increased opacity"
sacral segment of left dorsal funiculus of spinal cord,
lumbar lymphatic trunk,
phthisis bulbi,atrophy and degeneration which is the end stage response to a number of severe ocular diseases.
parvicellular reticular nucleus,
right side of female chest,
between sections interpolation,
sulcus sclerae,
medial C2 branch to left semispinalis capitis,
left proximal medial striate artery,
surface of left pectoralis minor muscle,
muscle body of left triceps brachii,
delay code,
eosinophilic cholangitis,
RID6972,
distal epiphysis of distal phalanx of ring finger,
thoracic segment of left dorsal gray column of spinal cord,
articular cartilage of lateral facet of femoral trochlea,
MR reconstruction filtering,
t1 branch to longissimus cervicis,
straight head of left rectus femoris,
set of cells,
descending branch of meningeal branch of fourth thoracic nerve,
meningeal branch of right sixth thoracic nerve,
left lateral pericuneate nucleus,
hiatus for greater petrosal nerve,
t4 branch to left semispinalis capitis,
layer of right superior colliculus,
tract of neuraxis,"Segment of white matter of neuraxis extending from the brain to the spinal cord. Examples: corticospinal tract,"
RID39166,
palmar branch of right ulnar nerve,
white matter of temporal segment of left fusiform gyrus,
muscular branch of medial branch of posterior ramus of fourth cervical nerve,
right lower hemithorax,
levator palpebrae superioris muscle,
mesothelium of abdominal peritoneum,
right first lumbar spinal ganglion,
superparamagnetic iron oxide,
s3 segment of right ventral gray column of spinal cord,
temporal segment of left fusiform gyrus,
external longitudinal muscle layer of left uterine tube,
right occipital vein,
posterior part of pelvirectal compartment,
s4 segment of dorsal funiculus of spinal cord,
t1 segment of cuneate fasciculus of spinal cord,
trunk of nerve to left scalenus medius,
subdivision of surface of clavicle,
anterior part of pelvirectal space,
left abductor pollicis brevis,
nucleus proprius of sacral segment of right dorsal gray column of spinal cord,
c6 segment of anterior corticospinal tract,
axillary lymph node branch of left lateral thoracic artery,
paralemniscal nucleus,
lateral surface of surgical neck of humerus,
ligament of spine,
distal tendon of extensor hallucis longus,
set of posterior superior lateral nasal branches of maxillary nerve,
plantar fascia,
proximal tendon of pronator teres,
gender,
tendon of left extensor digitorum brevis,
inferior segment of right lingual gyrus,
T3 tumor stage,
l1 branch to right spinalis thoracis,
surface of distal epiphysis of left humerus,
c2 segment of right anterior corticospinal tract,
extraaxial,
left inferior thalamic peduncle,
frontomarginal gyrus,
surface of ascending part of duodenum,
right superior salivatory nucleus,
uncertain,
belly of left flexor digitorum accessorius,
circular muscle layer of cardia of stomach,
intermediate nail matrix of third toe,
surface of appendix,
right abductor pollicis longus,
l2 segment of left nucleus proprius of spinal cord,
area of attachment for anterior horn of left medial meniscus,
middle gray layer of left superior colliculus,
left infraspinous fossa,
visibility descriptor,
t12 branch to spinalis thoracis,
hamulus of spiral lamina,
lesion periphery,
trunk of cutaneous branch of anterior branch of right obturator nerve,
branch of marginal mandibular branch of facial nerve,
determine device status,
radial nerve component of anterior root of left fifth cervical nerve,
BillRejection,Time when payor notifies billing system that requested payment has been rejected
PI-RADS X - T2WI TZ Inadequate or absent,T2WI is inadequate or absent.
tendon of right flexor digitorum longus,
right lateral basal segmental bronchus,
enteroenteric fistula,
dura mater of anterior rootlet of right seventh cervical nerve,
spinal fixation device,
anterior root of cervical nerve,
multi-detector row configuration,
right middle colic artery,
reticulonodular pattern,"[Fleischner Society] A combined reticular and nodular pattern, the reticulonodular pattern is usually the result of the summation of points of intersection of innumerable lines, creating the effect on chest radiographs of superimposed micronodules (Fig 62). The dimension of the nodules depends on the size and number of linear or curvilinear elements. (See also reticular pattern.) On CT scans, the pattern appears as a concurrence of reticular and micronodular patterns. The micronodules can be situated in the center of the reticular elements (eg, centrilobular micronodules) or superimposed on the linear opacities (eg, septal micronodules)."
left posterior cruciate ligament,
esophageal intramural pseudodiverticulosis,
internal pyramidal layer of Brodmann area 5,
c5 dorsal column nucleus of long thoracic nerve,
right anterior deep temporal nerve,
spinal segment of right posterior spinocerebellar tract,
neuronal component of T8 segment,
belly of clavicular part of left deltoid,
articular branch of radial nerve to intercarpal joint,
posterior rootlet of second lumbar nerve,
subserosa of zone of stomach,
trunk of fifth cervical nerve,
lingual canal of mandible,
metaphysis of right fibula,
c5 segment of marginal zone of dorsal gray column of spinal cord,
vasculature of L1 segment of spinal cord,
trunk of biceps femoris branch of sciatic nerve,
body of calcaneus,
cervical spine descriptor,
branch of inferior branch of ileocolic artery,
diaphysis of middle phalanx of right second toe,
submucosa of descending colon,
branch of maxillary nerve,
cystic lymph node,Hepatic lymph node located near or on neck of gallbladder.
trunk of vascular branch of tibial nerve,
localized transmit coil,localized transmit only coil
transverse superior portion of pectoralis major muscle,
branch of right iliohypogastric nerve to right transversus abdominis,
trunk of branch of posterior femoral cutaneous nerve to back of thigh and leg,
external surface of cochlear duct,
neuronal component of C6 segment,
semimembranosus-gastrocnemius recess,
modality descriptor,
nerve to eleventh levator costae,
segment of ulnar nerve nucleus of spinal cord,
white matter of superior parietal lobule,
vasculature of T3 segment of spinal cord,
anterior part of angular gyrus,
c7 dorsal column nucleus of left radial nerve,
rootlet of fifth sacral nerve,
neuroepithelial cyst,
posterior rootlet of right fifth lumbar nerve,
zone of temporal bone,
anterior rootlet of right tenth thoracic nerve,
muscle body of acromial part of left deltoid,
serosa of right uterine tube,
right oblique view,
nerve to fourth dorsal interosseous of left foot,
trunk of left eighth cervical nerve,
side-to-side anastomosis,
dura mater of posterior root of left first cervical nerve,
dura mater of anterior rootlet of first cervical nerve,
area of origin of teres major,
right pes anserinus bursa,
white matter of left superior transverse frontopolar gyrus,
posterior surface of left adrenal gland,
t4 branch to multifidus,
twin peak sign,"Triangle of placental tissue projects to the intertwin membrane on ultrasound of a multiple pregnancy. Both the chorion and the amnion reflect from the placental surface, indicating a dichorionic pregnancy."
nervous system of lower limb,
external granular layer of Brodmann area 25,
leaflet of tricuspid valve,
abductor pollicis longus tendon,
belly of third plantar interosseous of left foot,
third dorsal digital nerve,
bending view,
blind pouch syndrome,
trunk of right fourth common plantar digital nerve,
nerve to serratus anterior (n),
dura mater of anterior root of fourth sacral nerve,
